KO-1	KO-2	KO-3	N-1	N-2	N-3	OT1-2	OT1-3	OT1-4	SV40-3	SV40-4	SV40-5	WT-2	WT-3	WT-5
RP23-184I13.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP23-184I13.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP23-184I13.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP23-184I13.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP23-184I13.6	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0
RP23-184I13.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP23-184I13.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP23-184I13.1	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0
RP24-228I17.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP24-264B17.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm24064	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP24-338N17.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
n-R5s209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP23-76B18.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP24-176K12.1	0	0	0	1	0	0	0	0	1	0	3	0	0	0	0
RP24-176K12.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP23-12H12.1	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0
RP23-19M20.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC122186.1	28	10	38	15	12	12	29	8	8	14	31	18	21	38	17
Gm597	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC121566.1	0	0	0	1	0	0	0	1	0	0	0	0	2	1	0
RP24-365G17.1	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0
RP24-430C1.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm25586	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm22679	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Gm23785	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mir6342	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP23-313K8.2	114	212	187	162	86	164	130	69	133	143	80	89	112	110	67
RP24-229N7.1	1	0	1	3	0	0	0	0	2	0	1	2	3	2	0
Gm23771	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm27430	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP24-172B22.1	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0
RP24-172B22.2	3	10	3	22	2	7	3	6	1	9	15	12	6	5	5
RP24-172B22.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Phf3	77	97	85	171	230	441	26	211	154	4	102	162	55	15	97
RP24-172B22.6	0	0	0	0	0	0	19	5	0	0	0	7	0	0	0
RP23-471J16.2	3	27	0	0	0	0	0	7	3	0	0	0	0	1	0
Ptp4a1	3	12	16	21	18	41	32	43	129	11	47	18	6	12	4
AC153137.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC121911.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC121911.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP24-173I18.1	0	0	0	0	0	0	0	4	1	0	0	0	0	0	0
RP24-173I18.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm27362	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC121888.2	24	4	0	0	0	0	0	0	0	0	0	0	0	2	2
RP24-421A2.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP24-421A2.1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Lgsn	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pih1d3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm26145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP24-142M5.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP24-142M5.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP24-142M5.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP24-342F15.1	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0
RP24-270O22.1	0	6	4	9	1	1	2	1	2	9	5	4	6	2	1
Gm23032	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC134327.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Khdrbs2	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
Gm25814	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP23-109J14.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP23-109J14.3	1	3	0	1	0	1	0	0	0	0	0	0	1	1	0
RP23-109J14.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP24-390L20.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP24-390L20.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP24-390L20.3	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0
Gm24732	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP23-28G12.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23024	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP23-144E24.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP23-75G11.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP23-75G11.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP23-75G11.2	0	3	6	3	1	0	3	2	1	5	8	7	2	8	9
RP23-75G11.3	1	1	0	1	0	1	1	1	2	0	0	1	0	0	0
Gm24901	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP23-154N2.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP23-154N2.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm25792	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP23-443F6.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP23-125B4.2	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0
Gm23453	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prim2	1745	1705	1833	935	1008	830	1070	886	1157	921	1396	1273	3254	4455	2994
RP23-125B4.3	1	2	5	2	2	2	0	2	1	0	2	1	0	6	2
RP24-423J19.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP24-423J19.6	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
RP24-423J19.1	55	21	9	37	38	23	23	11	12	0	6	57	21	5	7
RP24-423J19.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rab23	12	86	81	39	130	49	92	132	121	72	11	8	32	117	9
Bag2	907	1257	1353	203	195	309	329	370	304	336	219	108	1024	1166	429
RP23-32P22.1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Zfp451	87	238	235	228	254	708	186	572	254	13	260	292	91	104	187
AC163668.5	12	50	29	60	27	45	28	27	41	45	30	39	18	47	47
Bend6	27	0	0	78	0	27	6	8	43	71	465	269	26	0	87
RP23-32P22.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dst	4	17	5	15	5	25	4	26	125	11	75	10	5	5	46
RP23-87D8.2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
RP23-87D8.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23792	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP23-87D8.4	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0
Mir6896	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP23-151I7.1	0	1	0	36	0	0	0	0	1	0	0	0	0	0	0
RP24-422C24.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP24-152H15.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP24-152H15.4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP24-152H15.2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
RP24-152H15.3	0	0	0	4	0	0	0	0	1	0	1	0	0	0	0
RP24-554B1.11	34	43	8	79	106	53	74	24	156	0	0	53	0	0	3
Mir5103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ccdc115	4911	5135	7676	4158	4772	3701	4162	4052	3952	3355	4491	4111	4356	4652	2731
RP24-554B1.1	3	4	4	3	1	0	5	0	2	4	3	6	1	2	0
Imp4	15714	16750	20202	15589	12420	12837	14283	9747	15381	12853	14981	13501	13786	13193	8269
Ptpn18	4600	1991	4605	2593	4361	1643	2675	2574	2037	2634	3439	2848	1839	2419	1729
RP24-554B1.10	135	55	120	76	93	69	119	107	67	172	257	158	83	73	95
RP24-554B1.5	95	39	27	46	15	21	55	39	26	52	65	65	25	48	37
Prss39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP24-554B1.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cfc1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP24-554B1.8	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Prss40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP24-70I14.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Amer3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP24-70I14.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP24-70I14.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP24-70I14.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP24-70I14.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arhgef4	10	43	67	28	55	66	127	144	97	244	20	54	51	29	56
RP23-166L24.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP23-348C6.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP23-348C6.3	0	0	6	0	18	0	0	46	32	20	4	11	0	7	12
Fam168b	608	1047	1627	1351	1317	1634	2174	1447	1048	524	1200	1407	656	1172	1235
RP23-348C6.1	0	0	0	33	4	1	0	15	0	4	0	0	0	0	0
Plekhb2	16196	23557	15098	12093	8055	9180	24236	16121	22961	32751	38257	32165	23872	18725	25090
RP23-348C6.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP23-348C6.6	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
RP23-348C6.7	1	1	0	1	0	0	2	2	0	2	3	1	1	0	0
RP23-309D5.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm25096	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP24-550I15.1	4	14	4	94	98	118	8	5	24	1	0	0	1	0	0
Gm25634	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP23-463E4.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP24-72B22.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP24-72B22.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP24-424K5.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP24-424K5.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP24-424K5.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP24-424K5.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hs6st1	56	163	62	240	167	249	24	136	74	21	38	8	32	54	48
RP24-424K5.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP23-173H19.3	0	5	0	0	0	0	0	27	0	0	0	0	4	0	8
Uggt1	924	1810	1624	2183	1437	1818	1467	2437	1900	1244	1755	1616	929	1293	883
Mir6897	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
Neurl3	5907	11230	7596	4635	3667	5414	2689	5398	2316	14352	10067	6705	5801	3506	8376
Arid5a	15851	23930	24132	37568	26123	35153	34826	21468	31381	4147	5788	4093	9496	7381	4890
RP23-134L6.5	0	0	0	22	2	9	47	24	5	30	3	15	4	2	0
Kansl3	2523	4270	3093	5006	3408	5809	5991	5100	5406	6966	6265	5077	3137	2801	4759
Mir6898	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fer1l5	25	128	29	193	154	213	160	86	49	52	144	101	12	62	103
Lman2l	1663	3429	1499	4191	1923	3146	2233	1831	2511	3146	2299	2277	1895	1268	2376
Cnnm4	213	368	366	385	286	279	349	320	344	155	269	293	308	305	166
RP23-294I17.4	0	0	1	0	35	22	38	36	0	0	0	0	0	0	0
Gm47280	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cnnm3	308	343	64	558	389	414	309	320	254	483	594	690	306	381	352
RP23-294I17.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ankrd23	82	232	97	118	24	51	88	56	30	208	123	86	79	63	63
RP23-294I17.8	3	37	9	10	1	5	11	8	0	8	13	10	7	8	3
Ankrd39	2078	2091	2208	1488	1587	1395	1910	1803	1426	2346	2690	2024	1652	1787	1302
Sema4c	94	484	93	2	1	0	5	15	51	680	397	221	195	109	158
AC084391.4	1	0	6	0	0	0	0	0	0	27	2	0	1	0	0
Fam178b	0	27	2	0	0	0	0	0	0	0	0	5	6	4	0
RP23-247A1.1	15	16	13	7	12	7	11	4	11	3	10	11	7	8	7
Gm24133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cox5b	7765	3204	7365	3601	6834	2420	3840	2403	3691	3119	5000	4353	4729	5457	3205
Actr1b	6785	10584	9452	9813	6839	8933	8401	6539	7829	16547	20257	17829	9422	8142	9869
RP23-247A1.6	0	1	8	1	1	0	6	1	1	195	137	175	3	24	8
RP23-247A1.7	0	0	0	0	0	0	0	0	0	6	10	3	0	0	0
Zap70	11607	14439	16145	14618	9824	10750	8945	9151	9395	28782	28573	19232	13069	11432	11815
RP23-247A1.2	7	0	13	0	0	6	0	0	1	15	2	5	6	1	0
Tmem131	61	193	124	215	40	323	118	178	340	123	164	195	66	96	269
RP23-328J8.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP23-328J8.2	1	0	28	0	0	93	0	0	1	0	4	50	0	0	32
RP23-328J8.3	0	6	0	3	0	0	0	16	0	0	2	0	0	18	4
Rpl12-ps1	3	4	13	7	3	6	0	1	2	1	0	3	2	1	0
n-R5s210	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vwa3b	82	15	22	342	413	348	42	28	13	40	0	24	20	14	6
RP23-259P18.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cnga3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP23-271C13.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Inpp4a	213	933	337	291	142	328	343	651	287	484	861	724	183	280	556
AC133096.2	0	0	8	0	0	0	14	6	5	0	14	3	0	0	9
RP23-271C13.2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	6
Coa5	7303	13561	10492	11851	7982	13482	9525	9807	10118	8189	12125	11191	7949	8622	10075
Unc50	2525	2122	3419	2555	3002	2008	2943	2411	2795	2994	2936	2682	2534	2094	1803
Mgat4a	85	203	137	276	544	1160	484	1015	829	172	661	642	185	103	271
RP23-285H9.2	0	0	0	1	0	0	0	0	2	0	4	0	0	0	0
AC084390.5	0	0	0	21	13	0	11	5	0	0	3	5	3	0	0
AC140321.1	547	504	693	136	83	121	259	221	346	1582	1334	1505	422	310	2525
AC123068.2	19	17	16	11	9	5	5	8	1	43	56	55	13	19	36
RP23-402K6.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP23-21P10.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tsga10	81	5	0	105	17	7	19	0	11	0	436	380	12	3	239
RP24-178E16.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lipt1	349	270	771	653	310	317	208	202	340	367	784	706	271	268	290
Mitd1	724	495	1682	2051	1820	1518	1711	1934	1405	639	1567	1220	635	1092	1287
Mrpl30	4279	2041	4350	3868	5531	2803	2292	1629	2339	1198	2352	1834	2073	2547	1701
Lyg2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC119189.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lyg1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23409	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Txndc9	3449	2341	4083	3877	4574	2700	2824	3006	3026	2233	4208	2308	2650	3594	2455
Eif5b	54	35	155	118	154	167	14	111	112	15	37	11	51	14	34
Rev1	0	68	0	0	57	88	51	42	19	0	15	15	1	33	32
RP23-195A24.4	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
RP23-195A24.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Aff3	147	182	458	466	477	363	63	205	139	0	0	0	28	84	2
AC138386.1	0	0	14	5	0	3	0	7	0	0	0	0	2	0	0
AC117789.3	0	1	1	0	0	2	0	0	0	0	0	0	0	0	0
AC117789.2	3	0	1	3	3	0	0	0	0	0	0	0	0	0	0
RP24-390D21.4	0	0	15	0	45	10	0	10	0	0	0	0	0	0	0
RP24-187B13.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP24-187B13.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lonrf2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chst10	1453	1836	1945	5020	2973	4624	4327	3726	4079	3361	3087	3052	984	1400	2307
RP23-101P2.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP23-101P2.5	0	1	2	1	0	0	2	0	0	0	1	0	1	0	0
Nms	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pdcl3	4087	2731	4486	2258	2663	1599	3613	3110	2747	2471	3608	3457	3620	4102	3311
RP23-101P2.6	0	0	46	0	0	0	0	22	19	3	0	0	0	0	19
RP24-226L19.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP24-226L19.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mir6349	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Npas2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
RP24-180L10.1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
RP24-539E18.2	2	0	0	1	3	0	0	0	0	2	1	0	1	1	0
Rpl31	3289	1131	3745	3149	6725	1990	1220	871	1513	683	1288	887	1659	1874	869
Tbc1d8	4	263	28	11	15	26	21	69	11	0	98	2	101	34	57
RP24-539E18.5	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm24826	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cnot11	51	61	135	78	53	51	36	75	64	196	184	121	103	128	87
AC074336.1	0	4	0	0	13	0	0	1	0	2	0	3	2	5	6
Snord89	0	0	1	0	7	0	0	0	0	0	0	0	1	0	1
Rnf149	90	125	166	58	43	38	17	70	78	60	265	128	92	111	96
Gm23722	0	3	0	0	1	1	1	0	2	0	12	0	0	0	0
RP24-505E24.2	7	1	14	7	8	7	3	5	5	5	5	1	3	4	3
Creg2	0	2	0	0	0	0	0	0	0	0	0	0	1	8	3
RP24-505E24.3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Rfx8	4	1	0	0	5	0	0	0	0	0	0	22	27	27	0
RP23-469H11.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP23-469H11.1	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0
Map4k4	474	610	643	958	664	441	356	387	534	234	328	368	337	266	322
RP24-127D13.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Il1r2	316	1932	317	1	1	0	104	47	271	132	451	282	312	322	1425
RP24-127D13.3	14	106	10	0	0	0	1	0	4	3	9	22	12	5	20
RP24-127D13.2	5	161	0	0	0	0	0	0	0	0	3	0	14	9	43
Il1r1	0	68	105	0	0	0	0	2	30	0	39	0	0	0	0
RP24-317P24.1	0	0	1	3	1	1	1	3	11	6	15	4	3	2	1
Il1rl2	144	134	50	1198	510	1628	485	538	289	0	204	227	154	148	159
RP23-100P14.3	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
Il1rl1	107	212	1	0	12	0	0	0	1	0	1	0	169	129	0
Il18r1	842	935	718	552	297	387	3267	2326	2492	26	312	33	637	706	2
Il18rap	2832	3119	4637	65	102	13	17335	17955	19164	18	206	318	1756	2184	48
RP23-346B12.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc9a4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP23-346B12.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc9a2	0	2	0	8	0	0	5	0	0	0	0	0	4	0	1
RP23-413K6.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP23-413K6.4	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0
Mfsd9	21	129	21	188	122	138	41	92	140	380	308	345	93	44	161
Tmem182	0	0	1	0	0	0	0	0	0	0	11	0	0	0	0
RP23-247G20.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP24-532K6.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP23-59E7.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP23-176M9.1	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0
RP24-177N20.1	1	2	0	0	0	0	1	0	0	0	0	0	0	0	0
RP24-177N20.2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
RP24-421J9.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP24-421J9.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP24-421J9.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP24-421J9.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP23-480H8.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pantr1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP23-71K9.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP23-114H2.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pou3f3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pantr2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dalir	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mrps9	3475	2625	4434	3572	2887	2894	3078	2492	2588	1736	2806	2809	2985	3914	2491
Gm23126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gpr45	0	5	0	0	0	0	2	0	0	8	1	0	4	2	0
Gm24001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tgfbrap1	270	812	365	453	401	517	796	649	713	420	593	916	238	203	348
RP23-466C15.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP23-466C15.4	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0
AC161207.1	495	1109	615	740	906	1400	741	1238	1220	756	1356	1510	774	745	1477
Fhl2	4560	2780	3646	78	155	141	1304	1425	955	911	1494	869	5247	4756	1322
AC161207.2	2	3	1	2	3	1	3	3	6	1	2	2	3	2	1
RP23-305F24.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP23-305F24.2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
RP23-389C9.4	0	1	0	0	0	2	0	0	0	0	2	0	0	0	0
Nck2	447	424	730	595	441	442	1706	1734	1213	0	56	0	111	205	0
RP23-389C9.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP23-435E15.3	0	0	4	0	3	1	0	48	3	0	0	0	0	6	0
AC159092.1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
RP23-103C13.1	0	0	2	0	0	0	0	7	2	0	0	3	0	0	0
RP23-103C13.2	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0
RP23-103C13.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Uxs1	677	687	652	89	337	155	550	585	449	483	889	780	611	1121	638
AC159092.3	9	12	26	12	3	11	7	2	11	6	7	12	15	12	8
RP24-316C22.1	25	48	39	27	14	31	29	33	44	30	25	29	31	38	17
RP24-316C22.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm26352	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm24180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tpp2	164	214	326	1420	1691	1939	131	1241	1622	185	1580	856	315	407	413
Mettl21c	0	0	8	0	0	0	1	24	0	0	0	0	2	0	0
AC111064.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm8251	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
Tex30	1021	842	1500	592	647	628	984	1199	627	205	395	349	1285	1977	625
RP24-343K18.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kdelc1	415	651	532	291	190	148	664	566	477	510	250	413	716	463	495
Bivm	19	96	193	301	512	557	221	485	387	124	677	233	50	45	81
Ercc5	153	82	28	459	502	511	101	441	316	252	292	291	90	52	129
Mettl21e	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC110217.1	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0
RP23-210C21.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP23-210C21.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Txn-ps1	16	12	5	2	6	4	5	1	5	3	7	5	10	22	7
Gulp1	0	0	0	0	0	0	0	1	0	0	25	0	0	0	0
RP23-68D4.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC107810.1	4	2	3	0	0	0	1	0	0	0	1	0	2	4	0
RP24-541P18.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP24-541P18.1	0	2	0	0	0	1	1	0	0	3	0	1	0	0	0
RP23-231B19.1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0
RP23-231B19.2	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0
RP23-231B19.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP23-274N9.1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
Col3a1	0	52	0	0	0	0	0	51	36	0	40	0	49	0	0
Gm47302	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Col5a2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
RP24-370G18.1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
RP23-304F24.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP23-304F24.2	1	0	1	1	1	0	0	0	1	0	0	0	1	0	0
RP23-304F24.3	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0
Gm23216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23974	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP24-350F5.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23984	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Wdr75	630	2160	1785	2664	1994	2170	890	2008	2142	462	1077	993	869	1428	754
RP23-241P4.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC121575.1	372	155	350	231	336	165	286	157	296	175	253	216	209	238	134
RP23-183P22.1	0	2	2	0	0	3	0	1	0	1	1	0	2	0	0
RP23-183P22.3	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc40a1	1846	6480	223	2064	789	619	639	721	1718	224	2688	166	4385	1685	1965
RP23-183P22.5	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Rpl23a-ps1	4	0	3	1	2	2	3	1	3	0	0	3	0	1	1
RP23-183P22.2	0	1	0	1	1	1	0	0	0	3	0	2	1	0	0
